Lookup (for Uploader),Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Asset Category,Equip Name ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Asset ID,Notes,Service ID,Service Life
Compressor - Refrig.Air CooledReciprocating150,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,150.0,TONS,R-CMP-AIR-RCP-150,,RCMPAIRRCP,20
Compressor - Refrig.Air CooledReciprocating20,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,20.0,TONS,R-CMP-AIR-RCP-20,,RCMPAIRRCP,20
Compressor - Refrig.Air CooledReciprocating200,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,200.0,TONS,R-CMP-AIR-RCP-200,,RCMPAIRRCP,20
Compressor - Refrig.Air CooledReciprocating5,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,5.0,TONS,R-CMP-AIR-RCP-5,,RCMPAIRRCP,20
Compressor - Refrig.Air CooledReciprocating50,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,50.0,TONS,R-CMP-AIR-RCP-50,,RCMPAIRRCP,20
Compressor - Refrig.Air CooledReciprocating500,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Air Cooled,AIR,Reciprocating,RCP,500.0,TONS,R-CMP-AIR-RCP-500,,RCMPAIRRCP,20
Compressor - Refrig.Water CooledScrew100,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Water Cooled,WTR,Screw,SCW,100.0,TONS,R-CMP-WTR-SCW-100,,RCMPWTRSCW,20
Compressor - Refrig.Water CooledScrew200,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Water Cooled,WTR,Screw,SCW,200.0,TONS,R-CMP-WTR-SCW-200,,RCMPWTRSCW,20
Compressor - Refrig.Water CooledScrew300,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Water Cooled,WTR,Screw,SCW,300.0,TONS,R-CMP-WTR-SCW-300,,RCMPWTRSCW,20
Compressor - Refrig.Water CooledScrew400,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Water Cooled,WTR,Screw,SCW,400.0,TONS,R-CMP-WTR-SCW-400,,RCMPWTRSCW,20
Compressor - Refrig.Water CooledScrew500,REF,Refrigeration Equipment,Refrigeration,Compressor,nan,nan,R,Compressor - Refrig.,CMP,Water Cooled,WTR,Screw,SCW,500.0,TONS,R-CMP-WTR-SCW-500,,RCMPWTRSCW,20
Computer Room Air ConditioningDirect ExpansionCondenser10,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Condenser,CND,10.0,TONS,H-CRAC-DX-CND-10,,HCRACDXCND,15
Computer Room Air ConditioningDirect ExpansionCondenser20,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Condenser,CND,20.0,TONS,H-CRAC-DX-CND-20,,HCRACDXCND,15
Computer Room Air ConditioningDirect ExpansionCondenser5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Condenser,CND,5.0,TONS,H-CRAC-DX-CND-5,,HCRACDXCND,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Ceiling Mounted10,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,10.0,TONS,H-CRAC-DX-ECL-10,,HCRACDXECL,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Ceiling Mounted20,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,20.0,TONS,H-CRAC-DX-ECL-20,,HCRACDXECL,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Ceiling Mounted5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Ceiling Mounted,ECL,5.0,TONS,H-CRAC-DX-ECL-5,,HCRACDXECL,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Floor Mounted10,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,10.0,TONS,H-CRAC-DX-EFL-10,,HCRACDXEFLR,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Floor Mounted20,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,20.0,TONS,H-CRAC-DX-EFL-20,,HCRACDXEFLR,15
Computer Room Air ConditioningDirect ExpansionEvaporator - Floor Mounted5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Evaporator - Floor Mounted,EFL,5.0,TONS,H-CRAC-DX-EFL-5,,HCRACDXEFLR,15
Computer Room Air ConditioningDirect ExpansionPump Package5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Direct Expansion,DX,Pump Package,PMP,5.0,HP,H-CRAC-DX-PMP-5,,HCRACDXPMP,15
Computer Room Air ConditioningWater CooledCeiling Mounted10,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Ceiling Mounted,CLG,10.0,TONS,H-CRAC-WTR-CLG-10,,HCRACWTRCLG,15
Computer Room Air ConditioningWater CooledCeiling Mounted20,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Ceiling Mounted,CLG,20.0,TONS,H-CRAC-WTR-CLG-20,,HCRACWTRCLG,15
Computer Room Air ConditioningWater CooledCeiling Mounted5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Ceiling Mounted,CLG,5.0,TONS,H-CRAC-WTR-CLG-5,,HCRACWTRCLG,15
Computer Room Air ConditioningWater CooledFloor Mounted10,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Floor Mounted,FLR,10.0,TONS,H-CRAC-WTR-FLR-10,,HCRACWTRFLR,15
Computer Room Air ConditioningWater CooledFloor Mounted20,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Floor Mounted,FLR,20.0,TONS,H-CRAC-WTR-FLR-20,,HCRACWTRFLR,15
Computer Room Air ConditioningWater CooledFloor Mounted5,SM,Air Handling System Terminal Equipment,Terminal Equipment,Computer Room Air Conditioning,CRAC,CRAC,H,Computer Room Air Conditioning,CRAC,Water Cooled,WTR,Floor Mounted,FLR,5.0,TONS,H-CRAC-WTR-FLR-5,,HCRACWTRFLR,15
Condensing Unit - Refrig.Air CooledDirect Expansion10,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,10.0,TONS,R-CU-AIR-DX-10,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion100,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,100.0,TONS,R-CU-AIR-DX-100,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion12,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,12.0,TONS,R-CU-AIR-DX-12,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion14,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,14.0,TONS,R-CU-AIR-DX-14,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion16,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,16.0,TONS,R-CU-AIR-DX-16,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion20,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,20.0,TONS,R-CU-AIR-DX-20,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion25,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,25.0,TONS,R-CU-AIR-DX-25,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion30,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,30.0,TONS,R-CU-AIR-DX-30,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion40,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,40.0,TONS,R-CU-AIR-DX-40,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion5,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,5.0,TONS,R-CU-AIR-DX-5,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion50,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,50.0,TONS,R-CU-AIR-DX-50,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion75,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,75.0,TONS,R-CU-AIR-DX-75,,RCUAIRDX,20
Condensing Unit - Refrig.Air CooledDirect Expansion8,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Air Cooled,AIR,Direct Expansion,DX,8.0,TONS,R-CU-AIR-DX-8,,RCUAIRDX,20
Condensing Unit - Refrig.EvaporativeDirect Expansion10,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Evaporative,EVP,Direct Expansion,DX,10.0,TONS,R-CU-EVP-DX-10,,RCUEVPDX,20
Condensing Unit - Refrig.EvaporativeDirect Expansion100,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Evaporative,EVP,Direct Expansion,DX,100.0,TONS,R-CU-EVP-DX-100,,RCUEVPDX,20
Condensing Unit - Refrig.EvaporativeDirect Expansion25,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Evaporative,EVP,Direct Expansion,DX,25.0,TONS,R-CU-EVP-DX-25,,RCUEVPDX,20
Condensing Unit - Refrig.EvaporativeDirect Expansion50,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Evaporative,EVP,Direct Expansion,DX,50.0,TONS,R-CU-EVP-DX-50,,RCUEVPDX,20
Condensing Unit - Refrig.Water CooledDirect Expansion10,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Water Cooled,WTR,Direct Expansion,DX,10.0,TONS,R-CU-WTR-DX-10,,RCUWTRDX,20
Condensing Unit - Refrig.Water CooledDirect Expansion100,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Water Cooled,WTR,Direct Expansion,DX,100.0,TONS,R-CU-WTR-DX-100,,RCUWTRDX,20
Condensing Unit - Refrig.Water CooledDirect Expansion25,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Water Cooled,WTR,Direct Expansion,DX,25.0,TONS,R-CU-WTR-DX-25,,RCUWTRDX,20
Condensing Unit - Refrig.Water CooledDirect Expansion50,REF,Refrigeration Equipment,Refrigeration,Condensing Unit,CU,CU,R,Condensing Unit - Refrig.,CU,Water Cooled,WTR,Direct Expansion,DX,50.0,TONS,R-CU-WTR-DX-50,,RCUWTRDX,20
Condensing UnitAir CooledDirect Expansion10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Direct Expansion,DX,10.0,TONS,H-CU-AIR-DX-10,,HCUAIRDX,20
Condensing UnitAir CooledDirect Expansion2,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Direct Expansion,DX,2.0,TONS,H-CU-AIR-DX-2,,HCUAIRDX,20
Condensing UnitAir CooledDirect Expansion25,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Direct Expansion,DX,25.0,TONS,H-CU-AIR-DX-25,,HCUAIRDX,20
Condensing UnitAir CooledDirect Expansion5,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Direct Expansion,DX,5.0,TONS,H-CU-AIR-DX-5,,HCUAIRDX,20
Condensing UnitAir CooledDirect Expansion50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Direct Expansion,DX,50.0,TONS,H-CU-AIR-DX-50,,HCUAIRDX,20
Condensing UnitAir CooledReciprocating10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Reciprocating,RCP,10.0,TONS,H-CU-AIR-RCP-10,,HCUAIRDX,20
Condensing UnitAir CooledReciprocating25,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Reciprocating,RCP,25.0,TONS,H-CU-AIR-RCP-25,,HCUAIRDX,20
Condensing UnitAir CooledReciprocating50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Air Cooled,AIR,Reciprocating,RCP,50.0,TONS,H-CU-AIR-RCP-50,,HCUAIRDX,20
Condensing UnitEvaporative Fluid CoolerDirect Expansion10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,10.0,TONS,H-CU-EFC-DX-10,,HCUEFCDX,20
Condensing UnitEvaporative Fluid CoolerDirect Expansion100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,100.0,TONS,H-CU-EFC-DX-100,,HCUEFCDX,20
Condensing UnitEvaporative Fluid CoolerDirect Expansion250,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,250.0,TONS,H-CU-EFC-DX-250,,HCUEFCDX,20
Condensing UnitEvaporative Fluid CoolerDirect Expansion50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,50.0,TONS,H-CU-EFC-DX-50,,HCUEFCDX,20
Condensing UnitEvaporative Fluid CoolerDirect Expansion500,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative Fluid Cooler,EFC,Direct Expansion,DX,500.0,TONS,H-CU-EFC-DX-500,,HCUEFCDX,20
Condensing UnitEvaporativeDirect Expansion10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative,EVP,Direct Expansion,DX,10.0,TONS,H-CU-EVP-DX-10,,HCUEVPDX,20
Condensing UnitEvaporativeDirect Expansion100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative,EVP,Direct Expansion,DX,100.0,TONS,H-CU-EVP-DX-100,,HCUEVPDX,20
Condensing UnitEvaporativeDirect Expansion250,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative,EVP,Direct Expansion,DX,250.0,TONS,H-CU-EVP-DX-250,,HCUEVPDX,20
Condensing UnitEvaporativeDirect Expansion50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative,EVP,Direct Expansion,DX,50.0,TONS,H-CU-EVP-DX-50,,HCUEVPDX,20
Condensing UnitEvaporativeDirect Expansion500,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Evaporative,EVP,Direct Expansion,DX,500.0,TONS,H-CU-EVP-DX-500,,HCUEVPDX,20
Condensing UnitWater CooledDirect Expansion10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Direct Expansion,DX,10.0,TONS,H-CU-WTR-DX-10,,HCUWTRDX,20
Condensing UnitWater CooledDirect Expansion100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Direct Expansion,DX,100.0,TONS,H-CU-WTR-DX-100,,HCUWTRDX,20
Condensing UnitWater CooledDirect Expansion50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Direct Expansion,DX,50.0,TONS,H-CU-WTR-DX-50,,HCUWTRDX,20
Condensing UnitWater CooledReciprocating10,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Reciprocating,RCP,10.0,TONS,H-CU-WTR-RCP-10,,HCUWTRDX,20
Condensing UnitWater CooledReciprocating100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Reciprocating,RCP,100.0,TONS,H-CU-WTR-RCP-100,,HCUWTRDX,20
Condensing UnitWater CooledReciprocating50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Condensing Unit,CU,CU,H,Condensing Unit,CU,Water Cooled,WTR,Reciprocating,RCP,50.0,TONS,H-CU-WTR-RCP-50,,HCUWTRDX,20
ConvectorHot WaterAll100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Convector,CUH,CUH,H,Convector,CVR,Hot Water,HW,All,nan,100.0,MBH,H-CVR-HW--100,,HCVRHW,20
ConvectorHot WaterAll250,PF,Air Handling System Terminal Equipment,Terminal Equipment,Convector,CUH,CUH,H,Convector,CVR,Hot Water,HW,All,nan,250.0,MBH,H-CVR-HW--250,,HCVRHW,20
ConvectorHot WaterAll50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Convector,CUH,CUH,H,Convector,CVR,Hot Water,HW,All,nan,50.0,MBH,H-CVR-HW--50,,HCVRHW,20
Cooling TowerClosed Circuit - IndoorCentrifugal Fan10,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Indoor,CLI,Centrifugal Fan,CNT,10.0,TONS,H-CT-CLI-CNT-10,,HCTCLICNT,20
Cooling TowerClosed Circuit - IndoorCentrifugal Fan100,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Indoor,CLI,Centrifugal Fan,CNT,100.0,TONS,H-CT-CLI-CNT-100,,HCTCLICNT,20
Cooling TowerClosed Circuit - IndoorCentrifugal Fan25,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Indoor,CLI,Centrifugal Fan,CNT,25.0,TONS,H-CT-CLI-CNT-25,,HCTCLICNT,20
Cooling TowerClosed Circuit - IndoorCentrifugal Fan50,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Indoor,CLI,Centrifugal Fan,CNT,50.0,TONS,H-CT-CLI-CNT-50,,HCTCLICNT,20
Cooling TowerClosed Circuit - IndoorCentrifugal Fan75,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Indoor,CLI,Centrifugal Fan,CNT,75.0,TONS,H-CT-CLI-CNT-75,,HCTCLICNT,20
Cooling TowerClosed Circuit - OutdoorAxial Fan10,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,10.0,TONS,H-CT-CLO-AXL-10,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan100,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,100.0,TONS,H-CT-CLO-AXL-100,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan150,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,150.0,TONS,H-CT-CLO-AXL-150,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan200,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,200.0,TONS,H-CT-CLO-AXL-200,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan25,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,25.0,TONS,H-CT-CLO-AXL-25,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan250,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,250.0,TONS,H-CT-CLO-AXL-250,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan300,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,300.0,TONS,H-CT-CLO-AXL-300,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan400,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,400.0,TONS,H-CT-CLO-AXL-400,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan50,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,50.0,TONS,H-CT-CLO-AXL-50,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan500,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,500.0,TONS,H-CT-CLO-AXL-500,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorAxial Fan75,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Axial Fan,AXL,75.0,TONS,H-CT-CLO-AXL-75,,HCTCLOAXL,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan10,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,10.0,TONS,H-CT-CLO-CNT-10,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan100,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,100.0,TONS,H-CT-CLO-CNT-100,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan150,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,150.0,TONS,H-CT-CLO-CNT-150,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan200,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,200.0,TONS,H-CT-CLO-CNT-200,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan25,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,25.0,TONS,H-CT-CLO-CNT-25,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan250,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,250.0,TONS,H-CT-CLO-CNT-250,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan300,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,300.0,TONS,H-CT-CLO-CNT-300,,HCTCLOCNT,20
Cooling TowerClosed Circuit - OutdoorCentrifugal Fan400,PF,Cooling Tower Plant,Condenser Water,Cooling Tower,CT,CT,H,Cooling Tower,CT,Closed Circuit - Outdoor,CLO,Centrifugal Fan,CNT,400.0,TONS,H-CT-CLO-CNT-400,,HCTCLOCNT,20
