﻿Asset Category,Equip Name ID,Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Service Maintenance Hrs,Service Life
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,10,TONS,4,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,20,TONS,5,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Horizontal,HOR,40,TONS,7,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,1,TONS,3,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,3,TONS,3,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,5,TONS,3,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,10,TONS,4,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,20,TONS,5,15
Heat Pump,HP,SM,Air Handling System Terminal Equipment,Terminal Equipment,Heat Pump,HP,HP,H,Air Cooled,AIR,Vertical,VER,40,TONS,7,15
Heat Trace,HT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Trace,HT,HT,H,Electric,ELE,All,,5,kW,0.5,20
Heat Trace,HT,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Heat Trace,HT,HT,H,Electric,ELE,All,,10,kW,0.5,20
Heat Trace,HT,PL,"Sanitary Equipment, Storm Piping","Sanitary Waste, Storm",Heat Trace,HT,HT,P,Electric,ELE,All,,2,kW,0.5,20
Heat Trace,HT,PL,"Sanitary Equipment, Storm Piping","Sanitary Waste, Storm",Heat Trace,HT,HT,P,Electric,ELE,All,,5,kW,0.5,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,500,MBH,9,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,1000,MBH,11,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,2000,MBH,12,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,3000,MBH,12,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,4000,MBH,12,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,5000,MBH,13,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,6000,MBH,13,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,7000,MBH,14,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Cast Iron Sectional,CIS,8000,MBH,14,35
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,500,MBH,9,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,1000,MBH,11,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,1500,MBH,12,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,2000,MBH,12,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,3000,MBH,12,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Copper Water Tube,CWT,4000,MBH,12,20
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,500,MBH,6,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,1000,MBH,8,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,2000,MBH,9,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,4000,MBH,12,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,6000,MBH,15,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,8000,MBH,16,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Electric,ELE,10000,MBH,19,15
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,3000,MBH,12,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,3000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,3000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,6000,MBH,13,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,6000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,6000,MBH,18,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,10000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,10000,MBH,18,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,10000,MBH,20,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,15000,MBH,17,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,15000,MBH,21,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,15000,MBH,22,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,20000,MBH,20,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,20000,MBH,24,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,20000,MBH,25,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,25000,MBH,23,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,25000,MBH,27,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,25000,MBH,28,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,30000,MBH,25,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,30000,MBH,29,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,30000,MBH,30,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,40000,MBH,30,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,40000,MBH,34,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,40000,MBH,35,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,50000,MBH,35,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,50000,MBH,40,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,50000,MBH,40,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTGAS,60000,MBH,40,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTOIL,60000,MBH,44,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Fire Tube,PFTDUAL,60000,MBH,45,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,1000,MBH,11,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,1000,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,1000,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,1500,MBH,12,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,1500,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,1500,MBH,16,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,2000,MBH,12,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,2000,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,2000,MBH,16,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,3000,MBH,12,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,3000,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,3000,MBH,17,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,5000,MBH,13,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,5000,MBH,16,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,5000,MBH,18,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,7500,MBH,14,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,7500,MBH,17,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,7500,MBH,19,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,10000,MBH,15,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,10000,MBH,18,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,10000,MBH,20,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,12500,MBH,16,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,12500,MBH,19,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,12500,MBH,20,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTGAS,15000,MBH,16,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTOIL,15000,MBH,20,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,Packaged Flexible Water Tube,PWTDUAL,15000,MBH,21,24
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,500,MBH,9,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,500,MBH,13,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,500,MBH,14,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,750,MBH,10,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,750,MBH,13,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,750,MBH,14,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,1000,MBH,11,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,1000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,1000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,1500,MBH,12,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,1500,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,1500,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,2000,MBH,12,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,2000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,2000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,2500,MBH,12,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,2500,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,2500,MBH,17,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,3000,MBH,12.5,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,3000,MBH,15,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,3000,MBH,17,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,4000,MBH,12.5,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,4000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,4000,MBH,17,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,5000,MBH,13,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,5000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,5000,MBH,18,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCGAS,6000,MBH,13,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCOIL,6000,MBH,16,25
Boiler,BLR,PF,Heating Water Boiler Plant,Heating Water,Heating Water Boiler,HWB,HWB,H,Hot Water,HW,"Packaged, Fire Tube, Condensing",PFCDUAL,6000,MBH,18,25
Fixture,FIX,PL,Fixtures,Fixtures,Hose Bib,HB,DMW,P,Domestic Water,DMW,Hose Bib,HB,0,N/A,0.5,20
Fixture,FIX,PL,Fixtures,Fixtures,Hub Drain,HD,WV,P,Waste & Vent,WV,Hub Drain,HD,0,N/A,0.5,25
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,EHUM,HUM,H,Electric,ELE,All,,10,LBS/HR,4,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,EHUM,HUM,H,Electric,ELE,All,,100,LBS/HR,4,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,EHUM,HUM,H,Electric,ELE,All,,500,LBS/HR,5,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,10,LBS/HR,4,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,20,LBS/HR,4,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,50,LBS/HR,5,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,100,LBS/HR,6,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,500,LBS/HR,6,15
Humidifier,HUM,PF,Air Handling System Terminal Equipment,Terminal Equipment,Humidifier,SHUM,HUM,H,Steam,STM,All,,1000,LBS/HR,7,15
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Electronic Metering,EMR,All,,1,GPD,0.5,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,5,HP,2,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,10,HP,2,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,25,HP,2,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,40,HP,3,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,50,HP,3,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,60,HP,3.5,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,75,HP,4,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,End Suction,ES,All,,100,HP,4,20
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,1,HP,1.25,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,2,HP,1.5,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,5,HP,2,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,10,HP,2.25,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,20,HP,2.5,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,40,HP,3,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,50,HP,3,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,60,HP,3.25,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,75,HP,3.5,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Inline,INL,All,,100,HP,4,10
Pump,PMP,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Split Case,SC,All,,10,HP,2,20
